date,model,horizon,forecast,actual
2006-03-01,AR_ranks,12,-0.005243471922089108,-0.03268894225926614
2006-04-01,RW,12,-0.006931439121760086,-0.009828450029591984
2006-04-01,AR(1) on YoY,12,-0.004666799127392316,-0.009828450029591984
2006-04-01,AR_lags,12,-0.0011619647805693391,-0.009828450029591984
2006-04-01,AR+_lags,12,-0.0010941164226369099,-0.009828450029591984
2006-04-01,AR_ranks,12,0.005844102013169658,-0.009828450029591984
2006-05-01,RW,12,0.001656917650113184,-0.006478547164578963
2006-05-01,AR(1) on YoY,12,-0.002589923832284443,-0.006478547164578963
2006-05-01,AR_lags,12,-0.0009385941454866623,-0.006478547164578963
2006-05-01,AR+_lags,12,-0.0011022981956002277,-0.006478547164578963
2006-05-01,AR_ranks,12,-0.003325145515837187,-0.006478547164578963
2006-06-01,RW,12,0.019664744371109915,-0.006375499228809349
2006-06-01,AR(1) on YoY,12,0.0019234034070423844,-0.006375499228809349
2006-06-01,AR_lags,12,0.0007574843895249176,-0.006375499228809349
2006-06-01,AR+_lags,12,0.0007255909579313344,-0.006375499228809349
2006-06-01,AR_ranks,12,0.005798160871298938,-0.006375499228809349
2006-07-01,RW,12,0.021738978192094766,-0.005890105927345661
2006-07-01,AR(1) on YoY,12,0.002624579619920687,-0.005890105927345661
2006-07-01,AR_lags,12,0.004434884405163264,-0.005890105927345661
2006-07-01,AR+_lags,12,0.0044460874430037895,-0.005890105927345661
2006-07-01,AR_ranks,12,0.03033611069970213,-0.005890105927345661
2006-08-01,RW,12,0.029179337220538077,-0.0054281149737563554
2006-08-01,AR(1) on YoY,12,0.004647893853485071,-0.0054281149737563554
2006-08-01,AR_lags,12,0.004250571255269629,-0.0054281149737563554
2006-08-01,AR+_lags,12,0.00424013048161324,-0.0054281149737563554
2006-08-01,AR_ranks,12,0.030415737732736804,-0.0054281149737563554
2006-09-01,RW,12,0.022885157411482265,-0.0054342289411553795
2006-09-01,AR(1) on YoY,12,0.003359595521074161,-0.0054342289411553795
2006-09-01,AR_lags,12,0.005827644435443597,-0.0054342289411553795
2006-09-01,AR+_lags,12,0.005837940810680448,-0.0054342289411553795
2006-09-01,AR_ranks,12,0.04002426338996294,-0.0054342289411553795
2006-10-01,RW,12,0.012984987397191006,0.013813557635463289
2006-10-01,AR(1) on YoY,12,0.001146166416993341,0.013813557635463289
2006-10-01,AR_lags,12,0.0031067852864858957,0.013813557635463289
2006-10-01,AR+_lags,12,0.00315647801773609,0.013813557635463289
2006-10-01,AR_ranks,12,0.030561612507511958,0.013813557635463289
2006-11-01,RW,12,0.014756237855984011,0.03517797964793049
2006-11-01,AR(1) on YoY,12,0.0017055949126461014,0.03517797964793049
2006-11-01,AR_lags,12,-0.0027228806047838554,0.03517797964793049
2006-11-01,AR+_lags,12,-0.002552509074845788,0.03517797964793049
2006-11-01,AR_ranks,12,0.020328704950714583,0.03517797964793049
2006-12-01,RW,12,0.004168364873202712,0.06662479743408205
2006-12-01,AR(1) on YoY,12,-0.0007223457410545895,0.06662479743408205
2006-12-01,AR_lags,12,-0.004406783620507507,0.06662479743408205
2006-12-01,AR+_lags,12,-0.004269506437266312,0.06662479743408205
2006-12-01,AR_ranks,12,0.020504578854886428,0.06662479743408205
2007-01-01,RW,12,-0.0036122064102972473,0.06752653544394398
2007-01-01,AR(1) on YoY,12,-0.0025491172609105293,0.06752653544394398
2007-01-01,AR_lags,12,-0.010719475104108795,0.06752653544394398
2007-01-01,AR+_lags,12,-0.010512634830497415,0.06752653544394398
2007-01-01,AR_ranks,12,0.009083656620986192,0.06752653544394398
2007-02-01,RW,12,-0.013810011496799094,0.08001159405239082
2007-02-01,AR(1) on YoY,12,-0.005043070207918762,0.08001159405239082
2007-02-01,AR_lags,12,-0.008325936430535873,0.08001159405239082
2007-02-01,AR+_lags,12,-0.00826250716748597,0.08001159405239082
2007-02-01,AR_ranks,12,0.007420660252205771,0.08001159405239082
2007-03-01,RW,12,-0.03268894225926614,0.09719586776156437
2007-03-01,AR(1) on YoY,12,-0.009719921253520026,0.09719586776156437
2007-03-01,AR_lags,12,-0.008367628677654684,0.09719586776156437
2007-03-01,AR+_lags,12,-0.008544311657121646,0.09719586776156437
2007-03-01,AR_ranks,12,0.007213838120337771,0.09719586776156437
2007-04-01,RW,12,-0.009828450029591984,0.07428865266378981
2007-04-01,AR(1) on YoY,12,-0.004380930203216629,0.07428865266378981
2007-04-01,AR_lags,12,-0.015706209343580073,0.07428865266378981
2007-04-01,AR+_lags,12,-0.015841609942808067,0.07428865266378981
2007-04-01,AR_ranks,12,-0.006174061468491945,0.07428865266378981
2007-05-01,RW,12,-0.006478547164578963,0.12056465681232383
2007-05-01,AR(1) on YoY,12,-0.003626641255203933,0.12056465681232383
2007-05-01,AR_lags,12,-0.0005190172374414004,0.12056465681232383
2007-05-01,AR+_lags,12,-0.0009769130592837023,0.12056465681232383
2007-05-01,AR_ranks,12,0.0010934531889384771,0.12056465681232383
2007-06-01,RW,12,-0.006375499228809349,0.1560257133671028
2007-06-01,AR(1) on YoY,12,-0.0036656007460795217,0.1560257133671028
2007-06-01,AR_lags,12,0.0060190742104546,0.1560257133671028
2007-06-01,AR+_lags,12,0.005689161016562213,0.1560257133671028
2007-06-01,AR_ranks,12,0.0009735184167125772,0.1560257133671028
2007-07-01,RW,12,-0.005890105927345661,0.2009473657324401
2007-07-01,AR(1) on YoY,12,-0.0036137378474541027,0.2009473657324401
2007-07-01,AR_lags,12,0.0064601649810059406,0.2009473657324401
2007-07-01,AR+_lags,12,0.006177332540552294,0.2009473657324401
2007-07-01,AR_ranks,12,0.0012062290690599935,0.2009473657324401
2007-08-01,RW,12,-0.0054281149737563554,0.20181438620400596
2007-08-01,AR(1) on YoY,12,-0.0035753008855356713,0.20181438620400596
2007-08-01,AR_lags,12,0.007034215859574962,0.20181438620400596
2007-08-01,AR+_lags,12,0.006396103735803859,0.20181438620400596
2007-08-01,AR_ranks,12,0.0032438339797357264,0.20181438620400596
2007-09-01,RW,12,-0.0054342289411553795,0.19123750434451767
2007-09-01,AR(1) on YoY,12,-0.003635692170571609,0.19123750434451767
2007-09-01,AR_lags,12,-0.000979583974007879,0.19123750434451767
2007-09-01,AR+_lags,12,-0.0007501308673572152,0.19123750434451767
2007-09-01,AR_ranks,12,0.003110549605610295,0.19123750434451767
2007-10-01,RW,12,0.013813557635463289,0.15808223435563504
2007-10-01,AR(1) on YoY,12,0.0009623846169474039,0.15808223435563504
2007-10-01,AR_lags,12,-0.007037301698924631,0.15808223435563504
2007-10-01,AR+_lags,12,-0.006132838659845782,0.15808223435563504
2007-10-01,AR_ranks,12,0.0031791237891382754,0.15808223435563504
2007-11-01,RW,12,0.03517797964793049,0.08049481779967375
2007-11-01,AR(1) on YoY,12,0.006242302509801567,0.08049481779967375
2007-11-01,AR_lags,12,0.0008388349494756306,0.08049481779967375
2007-11-01,AR+_lags,12,0.001021747853191958,0.08049481779967375
2007-11-01,AR_ranks,12,0.017641207765768843,0.08049481779967375
2007-12-01,RW,12,0.06662479743408205,0.019677678107821173
2007-12-01,AR(1) on YoY,12,0.014162926953186931,0.019677678107821173
2007-12-01,AR_lags,12,0.011730324479561769,0.019677678107821173
2007-12-01,AR+_lags,12,0.011730450641314762,0.019677678107821173
2007-12-01,AR_ranks,12,0.03430629720219759,0.019677678107821173
2008-01-01,RW,12,0.06752653544394398,-0.0008909274214152774
2008-01-01,AR(1) on YoY,12,0.014843965727219193,-0.0008909274214152774
2008-01-01,AR_lags,12,0.023286291822492866,-0.0008909274214152774
2008-01-01,AR+_lags,12,0.023286291822492994,-0.0008909274214152774
2008-01-01,AR_ranks,12,0.05292846567006932,-0.0008909274214152774
2008-02-01,RW,12,0.08001159405239082,-0.007396794565295295
2008-02-01,AR(1) on YoY,12,0.018214604126303057,-0.007396794565295295
2008-02-01,AR_lags,12,0.023325072541806827,-0.007396794565295295
2008-02-01,AR+_lags,12,0.023325072541806977,-0.007396794565295295
2008-02-01,AR_ranks,12,0.052662112326309934,-0.007396794565295295
2008-03-01,RW,12,0.09719586776156437,-0.01320240820092966
2008-03-01,AR(1) on YoY,12,0.022358526164538116,-0.01320240820092966
2008-03-01,AR_lags,12,0.017760569263906904,-0.01320240820092966
2008-03-01,AR+_lags,12,0.018110957716764325,-0.01320240820092966
2008-03-01,AR_ranks,12,0.05234084832286891,-0.01320240820092966
2008-04-01,RW,12,0.07428865266378981,-0.014653598086574368
2008-04-01,AR(1) on YoY,12,0.01757039405476608,-0.014653598086574368
2008-04-01,AR_lags,12,0.01309093045519674,-0.014653598086574368
2008-04-01,AR+_lags,12,0.013612601227177109,-0.014653598086574368
2008-04-01,AR_ranks,12,0.07198934999200876,-0.014653598086574368
2008-05-01,RW,12,0.12056465681232383,-0.08861872569788283
2008-05-01,AR(1) on YoY,12,0.02877390825235615,-0.08861872569788283
2008-05-01,AR_lags,12,0.007577278661518335,-0.08861872569788283
2008-05-01,AR+_lags,12,0.009452386884908591,-0.08861872569788283
2008-05-01,AR_ranks,12,0.05667911917578305,-0.08861872569788283
2008-06-01,RW,12,0.1560257133671028,-0.1371130821483065
2008-06-01,AR(1) on YoY,12,0.037647937379786264,-0.1371130821483065
2008-06-01,AR_lags,12,0.0415779651828937,-0.1371130821483065
2008-06-01,AR+_lags,12,0.04176340976741977,-0.1371130821483065
2008-06-01,AR_ranks,12,0.05641832219286169,-0.1371130821483065
2008-07-01,RW,12,0.2009473657324401,-0.18690004583277187
2008-07-01,AR(1) on YoY,12,0.04881419125343676,-0.18690004583277187
2008-07-01,AR_lags,12,0.07215428649630959,-0.18690004583277187
2008-07-01,AR+_lags,12,0.06909960631898074,-0.18690004583277187
2008-07-01,AR_ranks,12,0.060782147127518366,-0.18690004583277187
2008-08-01,RW,12,0.20181438620400596,-0.20409868140723506
2008-08-01,AR(1) on YoY,12,0.050095811761859815,-0.20409868140723506
2008-08-01,AR_lags,12,0.09760447837548587,-0.20409868140723506
2008-08-01,AR+_lags,12,0.08936522324269361,-0.20409868140723506
2008-08-01,AR_ranks,12,0.12387442344023554,-0.20409868140723506
2008-09-01,RW,12,0.19123750434451767,-0.19626533701892304
2008-09-01,AR(1) on YoY,12,0.0487686368090363,-0.19626533701892304
2008-09-01,AR_lags,12,0.08980483888242378,-0.19626533701892304
2008-09-01,AR+_lags,12,0.08233083692427033,-0.19626533701892304
2008-09-01,AR_ranks,12,0.12745622201249182,-0.19626533701892304
2008-10-01,RW,12,0.15808223435563504,-0.18569588963052533
2008-10-01,AR(1) on YoY,12,0.0431102773686421,-0.18569588963052533
2008-10-01,AR_lags,12,0.05119266344085207,-0.18569588963052533
2008-10-01,AR+_lags,12,0.04857005675929862,-0.18569588963052533
2008-10-01,AR_ranks,12,0.13080400183286012,-0.18569588963052533
2008-11-01,RW,12,0.08049481779967375,-0.132612121775888
2008-11-01,AR(1) on YoY,12,0.02636984460223658,-0.132612121775888
2008-11-01,AR_lags,12,0.006844434915464015,-0.132612121775888
2008-11-01,AR+_lags,12,0.013033311567235528,-0.132612121775888
2008-11-01,AR_ranks,12,0.07592634078887489,-0.132612121775888
2008-12-01,RW,12,0.019677678107821173,-0.10424289045053066
2008-12-01,AR(1) on YoY,12,0.01231858016970339,-0.10424289045053066
2008-12-01,AR_lags,12,-0.05376421687288315,-0.10424289045053066
